,category,timestamp,value_date,logging_payment_timestamp,payment_timestamp,account_number,amount_payment,balance_account,entry_type,payment_type,BIC,reference_code_paymetn,IBAN,counterparty_account_id
4446,Kulttuuri_viihde,2019-10-28 23:03:31.764705881,2019-10-28,2019-10-28,2019-10-28,5.0,-3.18,5267.96,0.0,162.0,           ,1.0,1.0,86.0
4447,Tulot,2019-10-30 09:24:42.352941175,2019-10-30,2019-10-30,2019-10-30,5.0,8.18,5276.14,0.0,505.0,           ,1.0,1.0,212.0
4448,Tulot,2019-11-12 00:00:00.000000000,2019-11-12,2019-11-12,2019-11-12,5.0,470.56,5746.7,710.0,505.0,           ,1.0,1.0,258.0
4449,Shoppailu,2019-11-25 00:00:00.000000000,2019-11-25,2019-11-25,2019-11-25,5.0,-24.12,5722.58,0.0,162.0,           ,1.0,1.0,97.0
4450,Ruoka_paivittaistavarakauppa,2019-12-06 15:16:21.818181818,2019-12-06,2019-12-06,2019-12-06,5.0,-21.0,5701.58,0.0,103.0,           ,0.0,1.0,1.0
4451,Saastot_sijoitukset,2019-12-12 06:32:43.636363636,2019-12-12,2019-12-12,2019-12-12,5.0,-67.28,5634.3,0.0,162.0,           ,1.0,1.0,123.0
4452,Tulot,2019-12-17 21:49:05.454545454,2019-12-17,2019-12-17,2019-12-17,5.0,247.08,5881.38,0.0,505.0,           ,1.0,1.0,208.0
4453,Liikkuminen,2019-12-23 13:05:27.272727272,2019-12-23,2019-12-23,2019-12-23,5.0,-82.6,5798.78,0.0,162.0,           ,1.0,1.0,47.0
4454,Kulttuuri_viihde,2019-12-30 04:21:49.090909090,2019-12-30,2019-12-30,2019-12-30,5.0,-21.35,5777.43,0.0,162.0,           ,1.0,1.0,114.0
4455,Ruoka_paivittaistavarakauppa,2020-01-02 12:17:33.658536585,2020-01-02,2020-01-02,2020-01-02,5.0,-141.12,5636.31,0.0,162.0,           ,1.0,1.0,133.0
4456,Ruoka_paivittaistavarakauppa,2020-01-03 00:35:07.317073170,2020-01-03,2020-01-03,2020-01-03,5.0,-9.48,5626.83,0.0,162.0,           ,1.0,1.0,185.0
4457,Luokittelemattomat,2020-01-06 12:52:40.975609755,2020-01-06,2020-01-07,2020-01-06,5.0,-24.43,5602.4,0.0,162.0,           ,1.0,1.0,114.0
4458,Ruoka_paivittaistavarakauppa,2020-01-06 13:27:48.292682925,2020-01-06,2020-01-06,2020-01-06,5.0,-5.24,5597.16,0.0,162.0,           ,1.0,1.0,125.0
4459,Tulot,2020-01-07 01:10:14.634146340,2020-01-07,2020-01-07,2020-01-07,5.0,6.73,5603.89,710.0,588.0,           ,0.0,1.0,267.0
4460,Terveys,2020-01-09 01:45:21.951219510,2020-01-09,2020-01-09,2020-01-09,5.0,-23.86,5580.03,0.0,162.0,           ,1.0,1.0,94.0
4461,Tulot,2020-01-13 02:20:29.268292680,2020-01-13,2020-01-13,2020-01-13,5.0,202.42,5782.45,0.0,505.0,           ,1.0,1.0,209.0
4462,Ruoka_paivittaistavarakauppa,2020-01-13 14:02:55.609756095,2020-01-13,2020-01-14,2020-01-13,5.0,-55.75,5726.7,0.0,162.0,           ,1.0,1.0,47.0
4463,Liikkuminen,2020-01-13 14:38:02.926829265,2020-01-13,2020-01-13,2020-01-13,5.0,-24.02,5702.68,0.0,162.0,           ,1.0,1.0,174.0
4464,Ravintolat_kahvilat,2020-01-16 02:55:36.585365850,2020-01-16,2020-01-16,2020-01-16,5.0,-2.4,5700.28,0.0,162.0,           ,1.0,1.0,48.0
4465,Ravintolat_kahvilat,2020-01-17 15:13:10.243902435,2020-01-17,2020-01-17,2020-01-17,5.0,-11.22,5689.06,0.0,162.0,           ,1.0,1.0,145.0
4466,Ruoka_paivittaistavarakauppa,2020-01-20 03:30:43.902439020,2020-01-20,2020-01-22,2020-01-20,5.0,-15.26,5673.8,0.0,162.0,           ,1.0,1.0,185.0
4467,Hyvinvointijakauneus,2020-01-20 15:48:17.560975605,2020-01-20,2020-01-20,2020-01-20,5.0,-34.61,5639.19,0.0,162.0,           ,1.0,1.0,105.0
4468,Muut,2020-01-22 04:05:51.219512190,2020-01-22,2020-01-22,2020-01-22,5.0,-4.05,5635.14,0.0,103.0,           ,0.0,1.0,1.0
4469,Ruoka_paivittaistavarakauppa,2020-01-23 16:23:24.878048775,2020-01-23,2020-01-23,2020-01-23,5.0,-123.43,5511.71,0.0,162.0,           ,1.0,1.0,131.0
4470,Muut,2020-01-24 04:40:58.536585360,2020-01-24,2020-01-24,2020-01-24,5.0,-270.9,5240.81,0.0,129.0,OKOYFIHH   ,0.0,0.0,44.0
4471,Matkailu,2020-01-26 16:58:32.195121945,2020-01-26,2020-01-26,2020-01-26,5.0,-600.44,4640.37,0.0,106.0,NDEAFIHH   ,1.0,0.0,33.0
4472,Luokittelemattomat,2020-01-27 05:16:05.853658530,2020-01-27,2020-01-27,2020-01-27,5.0,-89.18,4551.19,0.0,106.0,NDEAFIHH   ,1.0,0.0,41.0
4473,Kulttuuri_viihde,2020-01-29 17:33:39.512195115,2020-01-29,2020-01-29,2020-01-29,5.0,-19.61,4531.58,0.0,106.0,OKOYFIHH   ,0.0,0.0,16.0
4474,Muut,2020-01-31 05:51:13.170731700,2020-01-31,2020-01-31,2020-01-31,5.0,-46.69,4484.89,0.0,105.0,OKOYFIHH   ,1.0,0.0,3.0
4475,Tulot,2020-02-03 03:33:20.000000000,2020-02-03,2020-02-03,2020-02-03,5.0,176.18,4661.07,0.0,505.0,           ,1.0,1.0,209.0
4476,Luokittelemattomat,2020-02-05 07:06:40.000000000,2020-02-05,2020-02-05,2020-02-05,5.0,-20.77,4640.3,0.0,106.0,OKOYFIHH   ,0.0,0.0,14.0
4477,Luokittelemattomat,2020-02-07 10:40:00.000000000,2020-02-07,2020-02-07,2020-02-07,5.0,-95.9,4544.4,0.0,106.0,ITELFIHH   ,1.0,0.0,11.0
4478,Kulttuuri_viihde,2020-02-10 14:13:20.000000000,2020-02-10,2020-02-10,2020-02-10,5.0,-283.4,4261.0,0.0,106.0,HANDFIHH   ,1.0,0.0,27.0
4479,Tulot,2020-02-11 17:46:40.000000000,2020-02-11,2020-02-13,2020-02-11,5.0,1080.12,5341.12,710.0,506.0,           ,1.0,1.0,264.0
4480,Asuminen,2020-02-17 00:53:20.000000000,2020-02-17,2020-02-17,2020-02-17,5.0,-52.24,5288.88,0.0,162.0,           ,1.0,1.0,149.0
4481,Ruoka_paivittaistavarakauppa,2020-02-17 21:20:00.000000000,2020-02-17,2020-02-17,2020-02-17,5.0,-221.81,5067.07,0.0,103.0,           ,0.0,1.0,1.0
4482,Liikkuminen,2020-02-18 04:26:40.000000000,2020-02-18,2020-02-18,2020-02-18,5.0,-3.88,5063.19,0.0,162.0,           ,1.0,1.0,79.0
4483,Luokittelemattomat,2020-02-20 08:00:00.000000000,2020-02-20,2020-02-20,2020-02-20,5.0,-34.98,5028.21,0.0,162.0,           ,1.0,1.0,154.0
4484,Lapset,2020-02-24 11:33:20.000000000,2020-02-24,2020-02-24,2020-02-24,5.0,-16.92,5011.29,0.0,162.0,           ,1.0,1.0,120.0
4485,Ruoka_paivittaistavarakauppa,2020-02-24 15:06:40.000000000,2020-02-24,2020-02-24,2020-02-24,5.0,-2.07,5009.22,0.0,162.0,           ,1.0,1.0,127.0
4486,Ruoka_paivittaistavarakauppa,2020-02-26 18:40:00.000000000,2020-02-26,2020-02-26,2020-02-26,5.0,-6.59,5002.63,0.0,162.0,           ,1.0,1.0,79.0
4487,Ruoka_paivittaistavarakauppa,2020-02-27 22:13:20.000000000,2020-02-27,2020-02-27,2020-02-27,5.0,-74.13,4928.5,0.0,162.0,           ,1.0,1.0,101.0
4488,Tulot,2020-03-02 06:40:49.484536082,2020-03-02,2020-03-02,2020-03-02,5.0,16.28,4944.78,0.0,505.0,           ,1.0,1.0,208.0
4489,Luokittelemattomat,2020-03-02 15:20:24.742268041,2020-03-02,2020-03-02,2020-03-02,5.0,-32.63,4912.15,0.0,162.0,           ,1.0,1.0,97.0
4490,Shoppailu,2020-03-02 22:01:14.226804123,2020-03-02,2020-03-02,2020-03-02,5.0,-171.26,4740.89,0.0,162.0,           ,1.0,1.0,111.0
4491,Tulot,2020-03-03 13:21:38.969072164,2020-03-03,2020-03-03,2020-03-03,5.0,192.81,4933.7,710.0,506.0,           ,1.0,1.0,266.0
4492,Hyvinvointi,2020-03-04 04:42:03.711340205,2020-03-04,2020-03-04,2020-03-04,5.0,-17.69,4916.01,0.0,162.0,           ,1.0,1.0,93.0
4493,Ruoka_paivittaistavarakauppa,2020-03-04 20:02:28.453608246,2020-03-04,2020-03-04,2020-03-04,5.0,-85.42,4830.59,0.0,162.0,           ,1.0,1.0,119.0
4494,Kulttuuri_viihde,2020-03-05 11:22:53.195876287,2020-03-05,2020-03-05,2020-03-05,5.0,-23.15,4807.44,0.0,162.0,           ,1.0,1.0,71.0
4495,Luokittelemattomat,2020-03-06 02:43:17.938144328,2020-03-06,2020-03-06,2020-03-06,5.0,-34.34,4773.1,0.0,106.0,OKOYFIHH   ,1.0,0.0,9.0
4496,Luokittelemattomat,2020-03-06 18:03:42.680412369,2020-03-06,2020-03-06,2020-03-06,5.0,-1702.51,3070.59,0.0,106.0,OKOYFIHH   ,1.0,0.0,27.0
4497,Luokittelemattomat,2020-03-07 09:24:07.422680410,2020-03-07,2020-03-07,2020-03-07,5.0,-1229.77,1840.82,0.0,106.0,OKOYFIHH   ,1.0,0.0,10.0
4498,Tulot,2020-03-08 16:04:56.907216492,2020-03-08,2020-03-08,2020-03-08,5.0,621.95,2462.77,0.0,505.0,           ,1.0,1.0,208.0
4499,Hyvinvointijakauneus,2020-03-09 00:44:32.164948451,2020-03-09,2020-03-09,2020-03-09,5.0,-17.16,2445.61,0.0,162.0,           ,1.0,1.0,142.0
4500,Asuminen,2020-03-09 07:25:21.649484533,2020-03-09,2020-03-09,2020-03-09,5.0,-17.9,2427.71,0.0,106.0,OKOYFIHH   ,0.0,0.0,43.0
4501,Luokittelemattomat,2020-03-09 22:45:46.391752574,2020-03-09,2020-03-09,2020-03-09,5.0,-35.62,2392.09,0.0,106.0,OKOYFIHH   ,1.0,0.0,20.0
4502,Muut,2020-03-10 14:06:11.134020615,2020-03-10,2020-03-10,2020-03-10,5.0,-0.84,2391.25,0.0,103.0,           ,0.0,1.0,1.0
4503,Liikkuminen,2020-03-10 20:47:00.618556697,2020-03-10,2020-03-10,2020-03-10,5.0,-54.55,2336.7,0.0,162.0,           ,1.0,1.0,161.0
4504,Ruoka_paivittaistavarakauppa,2020-03-11 05:26:35.876288656,2020-03-11,2020-03-11,2020-03-11,5.0,-3.67,2333.03,0.0,162.0,           ,1.0,1.0,47.0
4505,Ravintolat_kahvilat,2020-03-12 12:07:25.360824738,2020-03-12,2020-03-12,2020-03-12,5.0,-29.59,2303.44,0.0,162.0,           ,1.0,1.0,175.0
4506,Saastot_sijoitukset,2020-03-13 01:29:04.329896902,2020-03-13,2020-03-13,2020-03-13,5.0,-24.62,2278.82,0.0,106.0,OKOYFIHH   ,0.0,0.0,10.0
4507,Ruoka_paivittaistavarakauppa,2020-03-13 03:27:50.103092779,2020-03-13,2020-03-13,2020-03-13,5.0,-14.67,2264.15,0.0,162.0,           ,1.0,1.0,134.0
4508,Ravintolat_kahvilat,2020-03-13 18:48:14.845360820,2020-03-13,2020-03-13,2020-03-13,5.0,-2.31,2261.84,0.0,162.0,           ,1.0,1.0,164.0
4509,Ruoka_paivittaistavarakauppa,2020-03-14 10:08:39.587628861,2020-03-14,2020-03-14,2020-03-14,5.0,-136.53,2125.31,0.0,106.0,DABAFIHH   ,0.0,0.0,13.0
4510,Lemmikit,2020-03-15 14:50:43.298969066,2020-03-15,2020-03-15,2020-03-15,5.0,-83.93,2041.38,0.0,106.0,OKOYFIHH   ,0.0,0.0,20.0
4511,Asuminen,2020-03-16 08:09:53.814432984,2020-03-16,2020-03-16,2020-03-16,5.0,-12.94,2028.44,0.0,106.0,OKOYFIHH   ,0.0,0.0,10.0
4512,Hyvinvointijakauneus,2020-03-16 16:49:29.072164943,2020-03-16,2020-03-16,2020-03-16,5.0,-19.01,2009.43,0.0,106.0,OKOYFIHH   ,0.0,0.0,42.0
4513,Ruoka_paivittaistavarakauppa,2020-03-16 23:30:18.556701025,2020-03-16,2020-03-16,2020-03-16,5.0,-38.33,1971.1,0.0,162.0,           ,1.0,1.0,74.0
4514,Lemmikit,2020-03-17 06:11:08.041237107,2020-03-17,2020-03-17,2020-03-17,5.0,-15.94,1955.16,0.0,106.0,OKOYFIHH   ,1.0,0.0,33.0
4515,Asuminen,2020-03-19 21:31:32.783505148,2020-03-19,2020-03-19,2020-03-19,5.0,-319.8,1635.36,0.0,106.0,NDEAFIHH   ,0.0,0.0,16.0
4516,Tulot,2020-03-20 02:13:36.494845353,2020-03-20,2020-03-20,2020-03-20,5.0,1429.1,3064.46,710.0,506.0,           ,1.0,1.0,262.0
4517,Ruoka_paivittaistavarakauppa,2020-03-20 04:12:22.268041230,2020-03-20,2020-03-20,2020-03-20,5.0,-8.61,3055.85,0.0,162.0,           ,1.0,1.0,173.0
4518,Liikkuminen,2020-03-20 10:53:11.752577312,2020-03-20,2020-03-20,2020-03-20,5.0,-30.48,3025.37,0.0,162.0,           ,1.0,1.0,101.0
4519,Luokittelemattomat,2020-03-20 12:51:57.525773189,2020-03-20,2020-03-20,2020-03-20,5.0,-67.83,2957.54,0.0,106.0,OKOYFIHH   ,1.0,0.0,29.0
4520,Ravintolat_kahvilat,2020-03-20 19:32:47.010309271,2020-03-20,2020-03-20,2020-03-20,5.0,-14.92,2942.62,0.0,162.0,           ,1.0,1.0,164.0
4521,Ruoka_paivittaistavarakauppa,2020-03-23 00:14:50.721649476,2020-03-23,2020-03-23,2020-03-23,5.0,-2.14,2940.48,0.0,162.0,           ,1.0,1.0,126.0
4522,Liikkuminen,2020-03-23 08:54:25.979381435,2020-03-23,2020-03-27,2020-03-23,5.0,-125.28,2815.2,0.0,162.0,           ,1.0,1.0,130.0
4523,Saastot_sijoitukset,2020-03-23 15:35:15.463917517,2020-03-23,2020-03-23,2020-03-23,5.0,-8.94,2806.26,0.0,162.0,           ,1.0,1.0,77.0
4524,Ravintolat_kahvilat,2020-03-23 17:34:01.237113394,2020-03-23,2020-03-23,2020-03-23,5.0,-6.2,2800.06,0.0,162.0,           ,1.0,1.0,132.0
4525,Muut,2020-03-23 22:16:04.948453599,2020-03-23,2020-03-23,2020-03-23,5.0,-38.08,2761.98,0.0,106.0,OKOYFIHH   ,0.0,0.0,40.0
4526,Ruoka_paivittaistavarakauppa,2020-03-24 06:55:40.206185558,2020-03-24,2020-03-26,2020-03-24,5.0,-45.7,2716.28,0.0,162.0,           ,1.0,1.0,172.0
4527,Tulot,2020-03-26 13:36:29.690721640,2020-03-26,2020-03-26,2020-03-26,5.0,700.93,3417.21,0.0,505.0,           ,1.0,1.0,209.0
4528,Ravintolat_kahvilat,2020-03-27 04:56:54.432989681,2020-03-27,2020-03-27,2020-03-27,5.0,-3.27,3413.94,0.0,162.0,           ,1.0,1.0,185.0
4529,Ruoka_paivittaistavarakauppa,2020-03-27 11:37:43.917525763,2020-03-27,2020-03-27,2020-03-27,5.0,-22.61,3391.33,0.0,162.0,           ,1.0,1.0,117.0
4530,Liikkuminen,2020-03-27 20:17:19.175257722,2020-03-27,2020-03-27,2020-03-27,5.0,-2.22,3389.11,0.0,162.0,           ,1.0,1.0,111.0
4531,Ruoka_paivittaistavarakauppa,2020-03-30 00:59:22.886597927,2020-03-30,2020-03-30,2020-03-30,5.0,-6.46,3382.65,0.0,162.0,           ,1.0,1.0,107.0
4532,Luottojen_maksut,2020-03-30 02:58:08.659793804,2020-03-30,2020-04-01,2020-03-30,5.0,-384.69,2997.96,706.0,106.0,OKOYFIHH   ,1.0,0.0,248.0
4533,Muut,2020-03-30 09:38:58.144329886,2020-03-30,2020-03-30,2020-03-30,5.0,-16.78,2981.18,0.0,162.0,           ,1.0,1.0,107.0
4534,Ruoka_paivittaistavarakauppa,2020-03-30 16:19:47.628865968,2020-03-30,2020-03-30,2020-03-30,5.0,-1.46,2979.72,0.0,162.0,           ,1.0,1.0,109.0
4535,Ruoka_paivittaistavarakauppa,2020-03-30 18:18:33.402061845,2020-03-30,2020-03-30,2020-03-30,5.0,-25.55,2954.17,0.0,162.0,           ,1.0,1.0,178.0
4536,Lemmikit,2020-04-01 16:10:47.191011235,2020-04-01,2020-04-03,2020-04-01,5.0,-75.76,2878.41,0.0,162.0,           ,1.0,1.0,132.0
4537,Terveys,2020-04-02 08:21:34.382022470,2020-04-02,2020-04-02,2020-04-02,5.0,-3.86,2874.55,0.0,162.0,           ,1.0,1.0,127.0
4538,Saastot_sijoitukset,2020-04-03 00:32:21.573033705,2020-04-03,2020-04-03,2020-04-03,5.0,-19.26,2855.29,0.0,162.0,           ,1.0,1.0,174.0
4539,Ruoka_paivittaistavarakauppa,2020-04-03 08:53:55.955056175,2020-04-03,2020-04-03,2020-04-03,5.0,-6.48,2848.81,0.0,162.0,           ,1.0,1.0,120.0
4540,Ravintolat_kahvilat,2020-04-03 16:43:08.764044940,2020-04-03,2020-04-03,2020-04-03,5.0,-51.93,2796.88,0.0,162.0,           ,1.0,1.0,115.0
4541,Muut,2020-04-06 01:04:43.146067410,2020-04-06,2020-04-07,2020-04-06,5.0,-188.27,2608.61,0.0,162.0,           ,1.0,1.0,176.0
4542,Tulot,2020-04-06 09:26:17.528089880,2020-04-06,2020-04-06,2020-04-06,5.0,0.4,2609.01,710.0,588.0,           ,0.0,1.0,268.0
4543,Ruoka_paivittaistavarakauppa,2020-04-06 17:15:30.337078645,2020-04-06,2020-04-06,2020-04-06,5.0,-5.72,2603.29,0.0,162.0,           ,1.0,1.0,74.0
4544,Ravintolat_kahvilat,2020-04-07 01:37:04.719101115,2020-04-07,2020-04-07,2020-04-07,5.0,-44.27,2559.02,0.0,162.0,           ,1.0,1.0,109.0
4545,Ravintolat_kahvilat,2020-04-07 09:58:39.101123585,2020-04-07,2020-04-07,2020-04-07,5.0,-57.57,2501.45,0.0,106.0,OKOYFIHH   ,0.0,0.0,43.0
4546,Muut,2020-04-07 17:47:51.910112350,2020-04-07,2020-04-07,2020-04-07,5.0,-138.9,2362.55,0.0,162.0,           ,1.0,1.0,177.0
4547,Muut,2020-04-09 02:09:26.292134820,2020-04-09,2020-04-09,2020-04-09,5.0,-135.31,2227.24,0.0,163.0,           ,1.0,1.0,196.0
4548,Luokittelemattomat,2020-04-09 18:20:13.483146055,2020-04-09,2020-04-09,2020-04-09,5.0,-15.92,2211.32,0.0,162.0,           ,1.0,1.0,93.0
4549,Luottojen_maksut,2020-04-10 02:41:47.865168525,2020-04-10,2020-04-10,2020-04-10,5.0,-10.4,2200.92,0.0,106.0,OKOYFIHH   ,0.0,0.0,16.0
4550,Muut,2020-04-10 10:31:00.674157290,2020-04-10,2020-04-10,2020-04-10,5.0,-189.78,2011.14,706.0,129.0,SBANFIHH   ,0.0,0.0,250.0
4551,Liikkuminen,2020-04-10 11:03:22.247190995,2020-04-10,2020-04-10,2020-04-10,5.0,-116.96,1894.18,0.0,162.0,           ,1.0,1.0,115.0
4552,Ruoka_paivittaistavarakauppa,2020-04-13 03:14:09.438202230,2020-04-13,2020-04-13,2020-04-13,5.0,-28.1,1866.08,0.0,162.0,           ,1.0,1.0,101.0
4553,Ruoka_paivittaistavarakauppa,2020-04-13 18:52:35.056179760,2020-04-13,2020-04-13,2020-04-13,5.0,-16.79,1849.29,0.0,162.0,           ,1.0,1.0,107.0
4554,Liikkuminen,2020-04-13 19:24:56.629213465,2020-04-13,2020-04-13,2020-04-13,5.0,-75.75,1773.54,0.0,162.0,           ,1.0,1.0,120.0
4555,Ruoka_paivittaistavarakauppa,2020-04-14 03:46:31.011235935,2020-04-14,2020-04-14,2020-04-14,5.0,-6.6,1766.94,0.0,162.0,           ,1.0,1.0,150.0
4556,Asuminen,2020-04-15 11:35:43.820224700,2020-04-15,2020-04-15,2020-04-15,5.0,-49.74,1717.2,706.0,106.0,DABAFIHH   ,0.0,0.0,246.0
4557,Lemmikit,2020-04-15 19:57:18.202247170,2020-04-15,2020-04-15,2020-04-15,5.0,-26.09,1691.11,0.0,106.0,OKOYFIHH   ,0.0,0.0,36.0
4558,Luokittelemattomat,2020-04-16 12:08:05.393258405,2020-04-16,2020-04-17,2020-04-16,5.0,-8.03,1683.08,0.0,162.0,           ,1.0,1.0,157.0
4559,Ruoka_paivittaistavarakauppa,2020-04-16 20:29:39.775280875,2020-04-16,2020-04-16,2020-04-16,5.0,-15.65,1667.43,0.0,162.0,           ,1.0,1.0,135.0
4560,Liikkuminen,2020-04-17 04:18:52.584269640,2020-04-17,2020-04-17,2020-04-17,5.0,-38.08,1629.35,0.0,162.0,           ,1.0,1.0,145.0
4561,Ruoka_paivittaistavarakauppa,2020-04-17 12:40:26.966292110,2020-04-17,2020-04-17,2020-04-17,5.0,-26.12,1603.23,0.0,162.0,           ,1.0,1.0,112.0
4562,Asuminen,2020-04-17 21:02:01.348314580,2020-04-17,2020-04-17,2020-04-17,5.0,-74.45,1528.78,706.0,129.0,NDEAFIHH   ,0.0,0.0,254.0
4563,Muut,2020-04-18 21:34:22.921348285,2020-04-18,2020-04-18,2020-04-18,5.0,-78.37,1450.41,0.0,163.0,           ,1.0,1.0,195.0
4564,Tulot,2020-04-20 04:51:14.157303345,2020-04-20,2020-04-20,2020-04-20,5.0,741.8,2192.21,701.0,510.0,           ,1.0,1.0,234.0
4565,Luokittelemattomat,2020-04-20 13:12:48.539325815,2020-04-20,2020-04-20,2020-04-20,5.0,-82.7,2109.51,706.0,106.0,NDEAFIHH   ,0.0,0.0,247.0
4566,Ruoka_paivittaistavarakauppa,2020-04-21 05:23:35.730337050,2020-04-21,2020-04-21,2020-04-21,5.0,-4.67,2104.84,0.0,162.0,           ,1.0,1.0,153.0
4567,Ruoka_paivittaistavarakauppa,2020-04-22 13:45:10.112359520,2020-04-22,2020-04-22,2020-04-22,5.0,-8.02,2096.82,0.0,162.0,           ,1.0,1.0,129.0
4568,Ruoka_paivittaistavarakauppa,2020-04-23 22:06:44.494381990,2020-04-23,2020-04-23,2020-04-23,5.0,-5.31,2091.51,0.0,162.0,           ,1.0,1.0,138.0
4569,Ruoka_paivittaistavarakauppa,2020-04-23 22:39:06.067415695,2020-04-23,2020-04-23,2020-04-23,5.0,-41.8,2049.71,0.0,162.0,           ,1.0,1.0,107.0
4570,Liikkuminen,2020-04-24 05:55:57.303370755,2020-04-24,2020-04-24,2020-04-24,5.0,-79.97,1969.74,0.0,162.0,           ,1.0,1.0,123.0
4571,Ravintolat_kahvilat,2020-04-24 14:17:31.685393225,2020-04-24,2020-04-24,2020-04-24,5.0,-106.44,1863.3,0.0,162.0,           ,1.0,1.0,97.0
4572,Ravintolat_kahvilat,2020-04-24 14:49:53.258426930,2020-04-24,2020-04-24,2020-04-24,5.0,-13.02,1850.28,0.0,162.0,           ,1.0,1.0,74.0
4573,Saastot_sijoitukset,2020-04-27 06:28:18.876404460,2020-04-27,2020-04-28,2020-04-27,5.0,-55.09,1795.19,0.0,162.0,           ,1.0,1.0,114.0
4574,Luokittelemattomat,2020-04-27 07:00:40.449438165,2020-04-27,2020-04-27,2020-04-27,5.0,-8.84,1786.35,0.0,162.0,           ,1.0,1.0,162.0
4575,Hyvinvointijakauneus,2020-04-27 07:33:02.022471870,2020-04-27,2020-04-27,2020-04-27,5.0,-4.55,1781.8,0.0,162.0,           ,1.0,1.0,164.0
4576,Hyvinvointijakauneus,2020-04-27 15:22:14.831460635,2020-04-27,2020-04-27,2020-04-27,5.0,-19.14,1762.66,0.0,162.0,           ,1.0,1.0,118.0
4577,Ruoka_paivittaistavarakauppa,2020-04-27 23:11:27.640449400,2020-04-27,2020-04-27,2020-04-27,5.0,-14.32,1748.34,0.0,162.0,           ,1.0,1.0,151.0
4578,Luokittelemattomat,2020-04-29 23:43:49.213483105,2020-04-29,2020-04-29,2020-04-29,5.0,-4.61,1743.73,0.0,162.0,           ,1.0,1.0,183.0
4579,Tulot,2020-04-30 15:54:36.404494340,2020-04-30,2020-04-30,2020-04-30,5.0,364.68,2108.41,701.0,506.0,           ,1.0,1.0,231.0
4580,Asuminen,2020-05-01 10:36:16.744186044,2020-05-01,2020-05-01,2020-05-01,5.0,-57.46,2050.95,706.0,106.0,NDEAFIHH   ,0.0,0.0,245.0
4581,Muut,2020-05-01 11:32:05.581395348,2020-05-01,2020-05-01,2020-05-01,5.0,-21.92,2029.03,0.0,162.0,           ,1.0,1.0,84.0
4582,Harrastukset,2020-05-01 22:08:22.325581392,2020-05-01,2020-05-01,2020-05-01,5.0,-213.82,1815.21,0.0,162.0,           ,1.0,1.0,174.0
4583,Lemmikit,2020-05-01 23:04:11.162790696,2020-05-01,2020-05-01,2020-05-01,5.0,-9.85,1805.36,0.0,162.0,           ,1.0,1.0,114.0
4584,Luottojen_maksut,2020-05-04 08:44:39.069767436,2020-05-04,2020-05-04,2020-05-04,5.0,-42.45,1762.91,0.0,106.0,NDEAFIHH   ,1.0,0.0,13.0
4585,Ruoka_paivittaistavarakauppa,2020-05-04 20:16:44.651162784,2020-05-04,2020-05-04,2020-05-04,5.0,-3.96,1758.95,0.0,162.0,           ,1.0,1.0,46.0
4586,Hyvinvointijakauneus,2020-05-04 21:12:33.488372088,2020-05-04,2020-05-04,2020-05-04,5.0,-2.32,1756.63,0.0,162.0,           ,1.0,1.0,140.0
4587,Ravintolat_kahvilat,2020-05-05 07:48:50.232558132,2020-05-05,2020-05-05,2020-05-05,5.0,-3.25,1753.38,0.0,162.0,           ,1.0,1.0,131.0
4588,Liikkuminen,2020-05-05 09:40:27.906976740,2020-05-05,2020-05-05,2020-05-05,5.0,-62.24,1691.14,0.0,162.0,           ,1.0,1.0,121.0
4589,Hyvinvointijakauneus,2020-05-05 19:20:55.813953480,2020-05-05,2020-05-05,2020-05-05,5.0,-14.3,1676.84,0.0,162.0,           ,1.0,1.0,166.0
4590,Asuminen,2020-05-06 06:53:01.395348828,2020-05-06,2020-05-06,2020-05-06,5.0,-12.8,1664.04,0.0,162.0,           ,1.0,1.0,131.0
4591,Tulot,2020-05-06 17:29:18.139534872,2020-05-06,2020-05-06,2020-05-06,5.0,1294.27,2958.31,701.0,506.0,           ,1.0,1.0,230.0
4592,Muut,2020-05-06 18:25:06.976744176,2020-05-06,2020-05-06,2020-05-06,5.0,-850.03,2108.28,0.0,163.0,           ,1.0,1.0,194.0
4593,Ravintolat_kahvilat,2020-05-07 05:57:12.558139524,2020-05-07,2020-05-07,2020-05-07,5.0,-5.08,2103.2,0.0,162.0,           ,1.0,1.0,157.0
4594,Hyvinvointijakauneus,2020-05-08 04:05:34.883720916,2020-05-08,2020-05-08,2020-05-08,5.0,-6.43,2096.77,0.0,162.0,           ,1.0,1.0,133.0
4595,Liikkuminen,2020-05-08 05:01:23.720930220,2020-05-08,2020-05-08,2020-05-08,5.0,-37.68,2059.09,0.0,162.0,           ,1.0,1.0,153.0
4596,Liikkuminen,2020-05-08 16:33:29.302325568,2020-05-08,2020-05-08,2020-05-08,5.0,-5.44,2053.65,0.0,162.0,           ,1.0,1.0,107.0
4597,Lemmikit,2020-05-11 02:13:57.209302308,2020-05-11,2020-05-11,2020-05-11,5.0,-5.22,2048.43,0.0,162.0,           ,1.0,1.0,125.0
4598,Ruoka_paivittaistavarakauppa,2020-05-11 03:09:46.046511612,2020-05-11,2020-05-11,2020-05-11,5.0,-133.25,1915.18,0.0,162.0,           ,1.0,1.0,129.0
